,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Total_Fixation_Duration,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportReAdj,RightSupportReAdj,Moral_left,Moral_right,maxMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,Familiar1,Familiar2,maxMoral_Familiar,DirmaxMoral
4497,PMM092-3-4,92,PMM092,3,4,2903,2110,3,3,Hardening schools/Arming teachers,Mask mandates,1,1,-1,0,3,0,-1,-3,0,4.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,4.5
4498,PMM092-3-6,92,PMM092,3,6,2428,1450,5,5,Religious exemptions for discrimination laws,Physician-assisted suicide,0,0,1,1,6,1,-1,-2,3,4,4,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,0
4499,PMM092-3-7,92,PMM092,3,7,3004,1996,1,-1,Defund the police,Lift COVID lockdowns,1,1,1,3,4,1,0,0,1,3,4.5,4.5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,4.5
4500,PMM092-3-8,92,PMM092,3,8,2781,1662,2,2,Stop police brutality,Lift COVID lockdowns,0,0,-1,6,4,-1,-2,3,1,4.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,4,3,3,9
4501,PMM092-3-9,92,PMM092,3,9,2343,1454,1,1,Build southern border wall,War on Drugs,0,0,1,1,2,2,-2,-2,-1,4,3.5,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,1,7.5
4502,PMM092-4-1,92,PMM092,4,1,2055,1480,1,-1,Abolishing private prisons,Physician-assisted suicide,1,1,1,5,6,3,-1,2,3,4.5,4,4.5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,2,3,2,8.5
4503,PMM092-4-10,92,PMM092,4,10,3629,2752,2,2,Defund Planned Parenthood,War on Drugs,0,0,1,0,2,-1,-2,-3,-1,4,3.5,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,7.5
4504,PMM092-4-11,92,PMM092,4,11,2690,2090,2,2,Tuition increases,Hardening schools/Arming teachers,0,0,-1,2,0,1,-1,-1,-3,2,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,1,1,6.5
4505,PMM092-4-12,92,PMM092,4,12,3287,2346,2,2,Build southern border wall,Gun-free campus police,0,0,1,1,3,3,-2,-2,0,4,3.5,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,2,1,4
4506,PMM092-4-13,92,PMM092,4,13,1464,958,4,4,Safe injection locations,Remove public Confederate memorials,1,1,1,6,2,1,-1,3,-1,4.5,5,5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,0.5
4507,PMM092-4-14,92,PMM092,4,14,3300,2458,1,1,Mandatory drug tests for welfare recipients,Defund the police,1,1,1,4,3,3,0,1,0,3.5,3,3.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,1,3.5
4508,PMM092-4-15,92,PMM092,4,15,3886,3134,1,1,Student worker unionization,Abolishing private prisons,1,1,-1,4,5,3,1,1,2,3,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,2,2,2,7.5
4509,PMM092-4-16,92,PMM092,4,16,2153,1564,2,2,Expel students with white nationlist views,Mask mandates,1,1,-1,1,3,-1,0,-2,0,3,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,3
4510,PMM092-4-17,92,PMM092,4,17,2112,1170,1,-1,Mask mandates,Remove public Confederate memorials,0,0,1,3,2,-3,3,0,-1,4.5,5,5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,5
4511,PMM092-4-18,92,PMM092,4,18,2503,1216,4,4,Tuition increases,Physician-assisted suicide,1,1,-1,2,6,-1,-3,-1,3,2,4,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,2
4512,PMM092-4-19,92,PMM092,4,19,2994,1818,3,3,Stop police brutality,Ban on ethnic Halloween costumes,0,0,-1,6,3,0,-2,3,0,4.5,3.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,4,1,4,4.5
4513,PMM092-4-2,92,PMM092,4,2,2452,1598,1,1,War on Drugs,Defund the police,1,1,-1,2,3,-1,3,-1,0,3.5,3,3.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,3.5
4514,PMM092-4-21,92,PMM092,4,21,3329,2722,1,-1,Legalization of marijuana,Mandatory training on sexual consent,1,1,-1,6,5,0,2,3,2,5,4.5,5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,1,3,9.5
4515,PMM092-4-23,92,PMM092,4,23,2751,2074,5,5,Allow alt-right speakers on campus,Expel students with white nationlist views,1,1,1,6,1,0,1,3,-2,5,3,5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,1,3,2
4516,PMM092-4-24,92,PMM092,4,24,3865,2682,1,1,Physician-assisted suicide,Mandatory vaccinations,0,0,-1,6,5,-1,-3,3,2,4,3.5,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,4,3,7.5
4517,PMM092-4-3,92,PMM092,4,3,1965,1048,3,3,Defund the police,Physician-assisted suicide,0,0,1,3,6,1,0,0,3,3,4,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,4
4518,PMM092-4-4,92,PMM092,4,4,1907,1148,2,2,Student worker unionization,Safe injection locations,0,0,1,4,6,3,-2,1,3,3,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,2,3,3,7.5
4519,PMM092-4-5,92,PMM092,4,5,2113,1034,1,-1,Dorms determined by gender identity,Remove public Confederate memorials,0,0,1,3,2,0,1,0,-1,3.5,5,5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,5
4520,PMM092-4-6,92,PMM092,4,6,2160,794,2,2,Ban on research with animals,Remove public Confederate memorials,0,0,1,0,2,3,-3,-3,-1,4,5,5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,9
4521,PMM092-4-7,92,PMM092,4,7,1672,664,3,3,Mandatory training on sexual consent,Tuition increases,1,1,1,5,2,1,0,2,-1,4.5,2,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,1,1,2.5
4522,PMM092-4-8,92,PMM092,4,8,2207,1422,3,3,War on Drugs,Climate change legislation,1,1,-1,2,5,-1,-2,-1,2,3.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,1
4523,PMM092-4-9,92,PMM092,4,9,2776,1298,2,2,Mandatory drug tests for welfare recipients,Stop police brutality,1,1,-1,4,6,2,-3,1,3,3.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,4,4,8
4524,PMM092-5-1,92,PMM092,5,1,3032,2340,4,4,Remove public Confederate memorials,Increased Gun regulations,1,1,-1,2,6,1,-1,-1,3,5,5,5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,4,4,0
4525,PMM092-5-10,92,PMM092,5,10,2458,1332,1,1,Ban on ethnic Halloween costumes,War on Drugs,0,0,-1,3,2,1,-2,0,-1,3.5,3.5,3.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,3.5
4526,PMM092-5-11,92,PMM092,5,11,3768,2074,2,2,Defund Planned Parenthood,U.S. drone strikes in Afghanistan,0,0,1,0,2,1,-3,-3,-1,4,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,1,1,8.5
4527,PMM092-5-12,92,PMM092,5,12,3201,2434,1,-1,Expel students with white nationlist views,Hardening schools/Arming teachers,0,0,1,1,0,1,0,-2,-3,3,4.5,4.5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,1,1,7.5
4528,PMM092-5-13,92,PMM092,5,13,3214,2410,1,1,U.S. drone strikes in Afghanistan,Expel students with white nationlist views,0,0,-1,2,1,3,-1,-1,-2,4.5,3,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,1,1,7.5
4529,PMM092-5-14,92,PMM092,5,14,2813,2206,2,2,Lift COVID lockdowns,Physician-assisted suicide,1,1,-1,4,6,1,-1,1,3,4.5,4,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,8.5
4530,PMM092-5-15,92,PMM092,5,15,2211,1358,4,4,War on Drugs,Safe injection locations,0,0,1,2,6,0,-2,-1,3,3.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,1
4531,PMM092-5-16,92,PMM092,5,16,2191,1438,1,1,Defund the police,Tuition increases,1,1,1,3,2,-2,-3,0,-1,3,2,3,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,1,3,2
4532,PMM092-5-17,92,PMM092,5,17,2516,1908,4,4,Ban on research with animals,Mandatory drug tests for welfare recipients,0,0,1,0,4,3,-2,-3,1,4,3.5,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,1,1,0.5
4533,PMM092-5-18,92,PMM092,5,18,2595,1408,1,-1,Raise the minimum wage,Stop police brutality,1,1,1,5,6,2,-2,2,3,3.5,4.5,4.5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,4,4,8
4534,PMM092-5-2,92,PMM092,5,2,2035,1462,3,3,Remove public Confederate memorials,Raise the minimum wage,0,0,1,2,5,2,-1,-1,2,5,3.5,5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,1.5
4535,PMM092-5-20,92,PMM092,5,20,2868,2284,3,3,Defund Planned Parenthood,Recognize Jerusalem as capital of Israel,0,0,1,0,3,3,-3,-3,0,4,1,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,2,3,4
4536,PMM092-5-22,92,PMM092,5,22,2053,1512,3,3,Mandatory drug tests for welfare recipients,Expel students with white nationlist views,0,0,-1,4,1,1,3,1,-2,3.5,3,3.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,1,1,0.5
4537,PMM092-5-23,92,PMM092,5,23,2181,1366,4,4,War on Drugs,Black Lives Matter,1,1,-1,2,6,3,0,-1,3,3.5,5,5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,4,4,1.5
4538,PMM092-5-24,92,PMM092,5,24,2306,1518,2,2,Mask mandates,Climate change legislation,1,1,-1,3,5,3,0,0,2,4.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,4.5
4539,PMM092-5-3,92,PMM092,5,3,2494,1902,1,1,Mask mandates,War on Drugs,0,0,-1,3,2,-1,1,0,-1,4.5,3.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,3.5
4540,PMM092-5-4,92,PMM092,5,4,2446,1606,1,1,Defund the police,Detention of migrant children,0,0,-1,3,2,2,0,0,-1,3,4,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,1,1,4
4541,PMM092-5-5,92,PMM092,5,5,2587,1946,4,4,Physician-assisted suicide,Bathrooms restricted based on biological sex,1,1,1,6,2,1,-1,3,-1,4,2.5,4,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,1.5
4542,PMM092-5-6,92,PMM092,5,6,3219,2386,1,-1,Mandatory drug tests for welfare recipients,Mandatory vaccinations,1,1,1,4,5,1,0,1,2,3.5,3.5,3.5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,4,4,7
4543,PMM092-5-7,92,PMM092,5,7,3499,2240,3,-3,Cuts to National Parks budget,Lift COVID lockdowns,1,1,1,1,4,3,-3,-2,1,4,4.5,4.5,0,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,3,3,0.5
4544,PMM092-5-8,92,PMM092,5,8,3411,2844,3,3,Hardening schools/Arming teachers,Gun-free campus police,0,0,1,0,3,0,-2,-3,0,4.5,3.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,1,2,1,4.5
4545,PMM092-5-9,92,PMM092,5,9,1958,1422,2,2,Bathrooms restricted based on biological sex,Lift COVID lockdowns,1,1,-1,2,4,1,-3,-1,1,2.5,4.5,4.5,1,18,-0.847230283,Female,1,"Some college, but no degree",14,Prefer not to say,NA,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,4,5,4,4,5,5,5,5,37,2,2,2,1,1,8,3,3,3,2
4546,PMM093-1-1,93,PMM093,1,1,2369,1642,3,3,Recognize Jerusalem as capital of Israel,Tuition increases,1,1,1,3,0,3,-2,0,-3,1,2.5,2.5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,1,1,1,2.5
4547,PMM093-1-11,93,PMM093,1,11,2903,2318,2,-2,Detention of migrant children,Tuition increases,1,1,-1,2,0,-2,1,-1,-3,2,2.5,2.5,0,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,1,1,1,4.5
4548,PMM093-1-12,93,PMM093,1,12,2529,1876,1,-1,Safe injection locations,Mandatory training on sexual consent,1,1,-1,5,4,1,-1,2,1,4,3.5,4,0,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,3,2,3,7.5
4549,PMM093-1-13,93,PMM093,1,13,3371,2746,2,-2,Mask mandates,Tuition increases,1,1,-1,2,0,2,-1,-1,-3,3.5,2.5,3.5,0,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,4,1,4,6
4550,PMM093-1-14,93,PMM093,1,14,3182,2496,2,2,Hardening schools/Arming teachers,Abortion rights,0,0,1,3,5,3,-1,0,2,1,3,3,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,2,4,4,3
4551,PMM093-1-15,93,PMM093,1,15,2895,2116,4,4,Safe injection locations,Dorms determined by gender identity,0,0,-1,5,1,0,-1,2,-2,4,2,4,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,3,1,3,2
4552,PMM093-1-18,93,PMM093,1,18,3458,2750,4,4,Expel students with white nationlist views,Stop police brutality,0,0,1,2,6,3,2,-1,3,3,5,5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,1,2,2,2
4553,PMM093-1-19,93,PMM093,1,19,2864,1962,3,3,Mask mandates,Abortion rights,1,1,-1,2,5,2,-2,-1,2,3.5,3,3.5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,4,4,4,0.5
4554,PMM093-1-2,93,PMM093,1,2,2169,1662,5,5,Cuts to National Parks budget,Abolishing private prisons,0,0,1,0,5,0,-1,-3,2,2,4.5,4.5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,2,2,2,2.5
4555,PMM093-1-20,93,PMM093,1,20,1934,1496,4,4,War on Drugs,Mandatory vaccinations,1,1,-1,0,4,-3,3,-3,1,5,2.5,5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,4,4,4,2.5
4556,PMM093-1-22,93,PMM093,1,22,2847,2102,1,1,Legalization of marijuana,Allow alt-right speakers on campus,1,1,1,6,5,2,-3,3,2,5,3.5,5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,4,2,4,8.5
4557,PMM093-1-24,93,PMM093,1,24,2832,2314,1,1,Mandatory vaccinations,Recognize Jerusalem as capital of Israel,0,0,-1,4,3,0,-1,1,0,2.5,1,2.5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,4,1,4,2.5
4558,PMM093-1-3,93,PMM093,1,3,3345,2622,1,1,Mandatory training on sexual consent,Increased Gun regulations,0,0,1,4,5,-3,2,1,2,3.5,1.5,3.5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,2,2,2,5
4559,PMM093-1-4,93,PMM093,1,4,2760,2112,6,6,Stop police brutality,Mandatory drug tests for welfare recipients,0,0,-1,6,0,-1,-3,3,-3,5,4,5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,2,3,2,1
4560,PMM093-1-5,93,PMM093,1,5,3936,3158,2,2,Physician-assisted suicide,U.S. drone strikes in Afghanistan,1,1,1,4,2,0,-3,1,-1,4,4,4,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,3,1,1,0
4561,PMM093-1-7,93,PMM093,1,7,2395,1734,1,1,Legalization of marijuana,Remove public Confederate memorials,1,1,1,6,5,1,-1,3,2,5,2.5,5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,4,2,4,7.5
4562,PMM093-1-9,93,PMM093,1,9,3364,2592,3,3,Safe injection locations,Abolishing fraternities,0,0,-1,5,2,2,-3,2,-1,4,3,4,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,3,2,3,1
4563,PMM093-2-1,93,PMM093,2,1,3052,2288,2,2,Hardening schools/Arming teachers,Defund Planned Parenthood,0,0,-1,3,1,3,2,0,-2,1,3.5,3.5,1,23,0.150815862,male,0,"Some college, but no degree",14,Prefer not to say,NA,Atheism,Democratic party,,Weak Democrat,2,Slightly liberal,Slightly liberal,Sometimes,2,1,2,5,3,2,0,5,3,21,2,1,1,1,1,6,2,1,1,3.5
