,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Left_Title_Fixdur,Left_Title_nFix,Left_Protestors_FixDur,Left_Protestors_nFix,Right_Title_Fixdur,Right_Title_nFix,Right_Protestors_FixDur,Right_Protestors_nFix,Fixation_Rate,Right_Fixation,Right_nFixation,Unchosen_nFixations,Unchosen_Fixation,Chosen_Fixation,Chosen_nFixations,Left_nFixations,Left_Fixation,Total_Fixation_Duration,Total_nFixations,MoralDiffRmL,MoralDiffLmR,MoralDiff,Consistent_MoralDiff,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportAdj,Moral_left,Moral_right,maxMoral,,unchosenMoral,chosenMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,unchosenFamiliar,chosenFamiliar,Familiar1,Familiar2,maxMoral_Familiar
4658,PMM097-2-3,97,PMM097,2,3,3496,490,2,1462,7,628,2,0,0,73.798627,628,2,9,1952,628,2,9,1952,2580,11,0,0,0,0,6,6,Abolishing private prisons,Defund Planned Parenthood,0,0,-1,6,0,1,-3,-6,3.5,3.5,3.5,,3.5,3.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,3,4,3,3
4659,PMM097-2-4,97,PMM097,2,4,2570,158,1,574,5,158,1,220,1,70.03891051,546,3,3,546,1254,9,9,1254,1800,12,-2,2,2,2,6,6,Student worker unionization,Bathrooms restricted based on biological sex,1,1,1,6,0,2,-3,6,5,3,5,,3,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4660,PMM097-2-5,97,PMM097,2,5,3500,690,3,782,4,482,2,374,1,78.4,1108,4,4,1108,1636,8,8,1636,2744,12,4,-4,-4,-4,6,6,Increased Gun regulations,Detention of migrant children,1,1,1,6,0,1,3,6,1,5,5,,5,1,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,4,4,3,3
4661,PMM097-2-6,97,PMM097,2,6,3513,934,3,168,2,366,2,442,2,69.00085397,934,5,5,934,1490,7,7,1490,2424,12,-3,3,3,3,5,5,Build southern border wall,Gun-free campus police,1,1,-1,0,5,3,-1,5,4,1,4,,1,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,2,2,2,2
4662,PMM097-2-8,97,PMM097,2,8,2184,292,2,396,3,698,3,0,0,73.62637363,920,4,5,688,920,4,5,688,1608,9,-0.5,0.5,-0.5,-0.5,3,3,Abolishing fraternities,Abolishing private prisons,0,0,1,3,6,3,-1,-3,4,3.5,4,,4,3.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,2,4,2
4663,PMM097-2-9,97,PMM097,2,9,3753,876,4,544,3,0,0,850,4,79.13669065,1066,5,9,1904,1066,5,9,1904,2970,14,1,-1,1,-1,2,-2,Mandatory vaccinations,Affirmative action,0,0,1,6,4,3,-1,2,3,4,4,,3,4,0,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4664,PMM097-3-1,97,PMM097,3,1,2643,440,2,256,3,382,2,0,0,72.87173666,618,3,7,1308,618,3,7,1308,1926,10,-1,1,-1,-1,6,6,Bathrooms restricted based on biological sex,Safe injection locations,0,0,1,0,6,3,-3,-6,3,2,3,,3,2,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4665,PMM097-3-10,97,PMM097,3,10,3193,812,4,454,3,852,4,276,1,74.97651112,1128,5,7,1266,1128,5,7,1266,2394,12,-1.5,1.5,-1.5,-1.5,3,3,Hardening schools/Arming teachers,Ban on research with animals,0,0,1,0,3,3,1,-3,2.5,1,2.5,,2.5,1,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,1,4,1,4
4666,PMM097-3-11,97,PMM097,3,11,3607,638,2,234,2,494,2,542,2,76.90601608,1348,6,6,1348,1426,6,6,1426,2774,12,1,-1,-1,1,1,-1,Gun-free campus police,Safe injection locations,1,1,1,5,6,1,-3,-1,1,2,2,,2,1,0,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,2,2,4,4
4667,PMM097-3-14,97,PMM097,3,14,2823,780,3,270,2,388,2,214,1,70.35069075,732,4,6,1254,732,4,6,1254,1986,10,0,0,0,0,3,3,Allow alt-right speakers on campus,Mandatory training on sexual consent,0,0,1,3,6,3,-3,-3,4,4,4,,4,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4668,PMM097-3-16,97,PMM097,3,16,2234,234,1,334,2,274,1,390,2,71.44136079,1028,5,3,568,1028,5,3,568,1596,8,-1,1,-1,-1,2,2,Mandatory trigger warnings,Hardening schools/Arming teachers,0,0,-1,2,0,2,1,-2,3.5,2.5,3.5,,3.5,2.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4669,PMM097-3-17,97,PMM097,3,17,2050,280,1,202,2,668,3,144,1,69.46341463,812,4,4,812,612,4,4,612,1424,8,3,-3,-3,-3,4,4,Safe injection locations,Religious exemptions for discrimination laws,1,1,1,6,2,3,-2,4,2,5,5,,5,2,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4670,PMM097-3-18,97,PMM097,3,18,3284,194,1,422,5,410,2,204,1,78.38002436,1428,7,9,1146,1428,7,9,1146,2574,16,-1,1,-1,-1,6,6,Climate change legislation,Bathrooms restricted based on biological sex,0,0,-1,6,0,1,-1,-6,4,3,4,,4,3,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4671,PMM097-3-19,97,PMM097,3,19,2416,168,1,1120,7,672,4,0,0,81.12582781,672,4,4,672,1288,8,8,1288,1960,12,-3,3,3,3,3,3,Legalization of marijuana,Recognize Jerusalem as capital of Israel,1,1,1,6,3,3,-3,3,4,1,4,,1,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,4,4,3,4
4672,PMM097-3-2,97,PMM097,3,2,3387,356,2,1078,6,368,2,718,3,71.92205492,1086,5,9,1612,1086,5,9,1612,2436,14,-1.5,1.5,-1.5,-1.5,6,6,War on Drugs,Abolishing private prisons,0,0,1,0,6,3,0,-6,5,3.5,5,,5,3.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4673,PMM097-3-21,97,PMM097,3,21,2163,316,2,230,3,160,1,752,4,76.4678687,1108,6,6,1108,546,5,5,546,1654,11,0,0,0,0,6,6,Mask mandates,Hardening schools/Arming teachers,1,1,1,6,0,-1,-3,6,2.5,2.5,2.5,,2.5,2.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4674,PMM097-3-22,97,PMM097,3,22,2598,304,1,746,4,804,4,0,0,71.36258661,804,4,5,1050,804,4,5,1050,1854,9,0.5,-0.5,0.5,0.5,6,6,Remove public Confederate memorials,Detention of migrant children,0,0,-1,6,0,3,-1,-6,4.5,5,5,,4.5,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,3,3,3,3
4675,PMM097-3-23,97,PMM097,3,23,1596,242,2,234,1,590,2,0,0,66.79197995,590,2,2,590,476,3,3,476,1066,5,2,-2,-2,-2,1,1,On campus concealed carry,Mandatory trigger warnings,1,1,-1,1,2,3,-3,1,1.5,3.5,3.5,,3.5,1.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,2,2,4,4
4676,PMM097-3-24,97,PMM097,3,24,2919,544,3,58,1,560,2,222,1,74.8886605,1068,4,4,1068,1118,7,7,1118,2186,11,-2,2,2,2,4,4,Religious exemptions for discrimination laws,Mandatory vaccinations,1,1,-1,2,6,3,-1,4,5,3,5,,3,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4677,PMM097-3-4,97,PMM097,3,4,2057,828,4,300,2,0,0,0,0,67.28245017,0,0,0,0,1384,7,7,1384,1384,7,-2,2,2,2,2,2,Religious exemptions for discrimination laws,Remove Christopher Columbus statues,1,1,-1,2,4,3,-3,2,5,3,5,,3,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,4,4,3,4
4678,PMM097-3-5,97,PMM097,3,5,2849,780,4,334,4,458,3,330,2,70.9020709,1024,6,8,1114,1024,6,8,1114,2020,14,0.5,-0.5,0.5,0.5,1,1,Allow alt-right speakers on campus,"Boycott, Divest, and Sanction Israel",0,0,1,3,4,3,-3,-1,4,4.5,4.5,,4,4.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4679,PMM097-3-6,97,PMM097,3,6,1448,320,2,0,0,364,2,0,0,50.13812155,364,2,3,362,364,2,3,362,726,5,1.5,-1.5,1.5,1.5,6,6,Bathrooms restricted based on biological sex,Remove public Confederate memorials,0,0,1,0,6,2,1,-6,3,4.5,4.5,,3,4.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,3,4,3,3
4680,PMM097-3-7,97,PMM097,3,7,2078,292,1,544,4,296,2,0,0,69.39364774,430,3,3,430,1012,6,6,1012,1442,9,-1,1,1,1,4,4,Build southern border wall,Remove Christopher Columbus statues,1,1,-1,0,4,1,-3,4,4,3,4,,3,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,2,2,3,2
4681,PMM097-3-9,97,PMM097,3,9,2388,460,3,100,2,434,2,0,0,74.03685092,588,3,8,1180,588,3,8,1180,1768,11,0,0,0,0,4,4,Dorms determined by gender identity,Increased Gun regulations,0,0,1,2,6,3,0,-4,1,1,1,,1,1,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,2,4,4
4682,PMM097-4-1,97,PMM097,4,1,2156,262,1,432,3,612,2,0,0,60.57513915,612,2,2,612,694,4,4,694,1306,6,-4,4,4,4,5,5,U.S. drone strikes in Afghanistan,Gun-free campus police,1,1,-1,0,5,3,-1,5,5,1,5,,1,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,4,2,4
4683,PMM097-4-10,97,PMM097,4,10,1869,488,2,0,0,306,2,0,0,65.16853933,512,3,3,512,706,4,4,706,1218,7,1,-1,-1,-1,2,2,Abolishing private prisons,"Boycott, Divest, and Sanction Israel",1,1,1,6,4,3,-2,2,3.5,4.5,4.5,,4.5,3.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4684,PMM097-4-11,97,PMM097,4,11,2177,446,2,308,2,774,4,0,0,70.18833257,774,4,4,754,774,4,4,754,1528,8,3.5,-3.5,3.5,3.5,3,3,Ban on research with animals,Remove public Confederate memorials,0,0,1,3,6,3,-3,-3,1,4.5,4.5,,1,4.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,1,3,1,3,3
4685,PMM097-4-12,97,PMM097,4,12,1805,182,1,146,1,248,1,0,0,49.30747922,562,3,2,328,562,3,2,328,890,5,0.5,-0.5,0.5,0.5,4,4,Gun-free campus police,On campus concealed carry,0,0,-1,5,1,2,0,-4,1,1.5,1.5,,1,1.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,2,2,2,2
4686,PMM097-4-15,97,PMM097,4,15,2448,788,4,162,2,198,1,268,1,68.79084967,734,3,6,950,734,3,6,950,1684,9,0,0,0,0,3,3,Increased Gun regulations,Lift COVID lockdowns,0,0,-1,6,3,3,-3,-3,1,1,1,,1,1,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,2,4,2,2
4687,PMM097-4-16,97,PMM097,4,16,2544,220,1,622,4,430,2,0,0,63.20754717,580,3,6,1028,580,3,6,1028,1608,9,-2.5,2.5,-2.5,-2.5,6,6,Stop police brutality,Hardening schools/Arming teachers,0,0,-1,6,0,3,-3,-6,5,2.5,5,,5,2.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4688,PMM097-4-17,97,PMM097,4,17,3284,906,4,734,3,170,1,0,0,73.26431181,448,3,8,1958,448,3,8,1958,2406,11,3,-3,3,3,3,3,On campus concealed carry,"Boycott, Divest, and Sanction Israel",0,0,1,1,4,1,-1,-3,1.5,4.5,4.5,,1.5,4.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,2,4,4
4689,PMM097-4-18,97,PMM097,4,18,1695,188,1,232,2,532,2,312,1,56.16519174,844,3,3,844,420,3,3,420,952,6,1,-1,-1,-1,4,4,Bathrooms restricted based on biological sex,Affirmative action,1,1,-1,0,4,1,0,4,3,4,4,,4,3,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4690,PMM097-4-2,97,PMM097,4,2,2027,258,2,244,3,384,2,0,0,68.17957573,588,3,6,794,588,3,6,794,1382,9,-0.5,0.5,-0.5,-0.5,3,3,Abolishing fraternities,Defund Planned Parenthood,0,0,-1,3,0,3,2,-3,4,3.5,4,,4,3.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,3,2,3,2
4691,PMM097-4-21,97,PMM097,4,21,3166,770,4,504,2,472,2,286,2,76.94251421,758,4,4,758,1678,7,7,1678,2436,11,-2,2,2,2,4,4,"Boycott, Divest, and Sanction Israel",Hardening schools/Arming teachers,1,1,1,4,0,3,-3,4,4.5,2.5,4.5,,2.5,4.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4692,PMM097-4-22,97,PMM097,4,22,1672,230,2,134,1,468,3,238,1,63.99521531,706,4,3,364,706,4,3,364,1070,7,1,-1,1,1,5,5,Bathrooms restricted based on biological sex,Defund the police,0,0,1,0,5,2,-1,-5,3,4,4,,3,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4693,PMM097-4-24,97,PMM097,4,24,2380,558,3,398,3,202,1,172,1,73.86554622,374,2,2,374,1384,7,7,1384,1758,9,-1.5,1.5,1.5,-1.5,2,-2,Religious exemptions for discrimination laws,Defund Planned Parenthood,1,1,-1,2,0,3,-2,-2,5,3.5,5,,3.5,5,0,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,4,4,3,4
4694,PMM097-4-3,97,PMM097,4,3,1881,352,2,302,1,410,2,0,0,77.29930888,584,3,3,584,654,3,3,654,1454,6,1,-1,-1,-1,5,5,Physician-assisted suicide,War on Drugs,1,1,1,5,0,3,1,5,4,5,5,,5,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,3,3,4,4
4695,PMM097-4-5,97,PMM097,4,5,1446,180,1,306,2,356,2,0,0,71.50760719,548,3,3,486,548,3,3,486,1034,6,-2,2,-2,-2,6,6,Bathrooms restricted based on biological sex,Increased Gun regulations,0,0,1,0,6,3,-1,-6,3,1,3,,3,1,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4696,PMM097-4-6,97,PMM097,4,6,2463,444,1,666,5,590,3,0,0,69.02151847,590,3,6,1110,590,3,6,1110,1700,9,-0.5,0.5,-0.5,-0.5,6,6,Hardening schools/Arming teachers,Safe injection locations,0,0,1,0,6,3,-3,-6,2.5,2,2.5,,2.5,2,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4697,PMM097-4-7,97,PMM097,4,7,1524,716,4,204,1,0,0,0,0,73.62204724,0,0,0,0,920,5,5,920,1122,5,2.5,-2.5,-2.5,-2.5,4,4,Remove police from schools,Religious exemptions for discrimination laws,1,1,1,6,2,3,-3,4,2.5,5,5,,5,2.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4698,PMM097-4-8,97,PMM097,4,8,1829,0,0,554,1,460,2,212,1,77.63805358,672,3,2,748,672,3,2,748,1420,5,1.5,-1.5,1.5,1.5,4,4,Tuition increases,Mask mandates,0,0,1,2,6,3,-3,-4,1,2.5,2.5,,1,2.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,2,4,4
4699,PMM097-4-9,97,PMM097,4,9,1938,534,2,0,0,528,2,268,1,68.62745098,796,3,2,534,796,3,2,534,1330,5,-0.5,0.5,-0.5,-0.5,4,4,Mandatory trigger warnings,Mandatory vaccinations,0,0,1,2,6,3,-3,-4,3.5,3,3.5,,3.5,3,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,4,4,4,4
4700,PMM097-5-1,97,PMM097,5,1,2024,0,0,642,3,344,1,196,1,73.71541502,658,3,3,658,834,4,4,834,1492,7,-1.5,1.5,1.5,1.5,6,6,Abortion rights,Defund Planned Parenthood,1,1,1,6,0,3,-3,6,5,3.5,5,,3.5,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,4,4,3,4
4701,PMM097-5-10,97,PMM097,5,10,1569,368,1,80,2,468,3,92,1,62.07775653,560,4,4,560,448,3,3,448,974,7,0.5,-0.5,-0.5,-0.5,6,6,Mandatory vaccinations,Defund Planned Parenthood,1,1,1,6,0,1,-1,6,3,3.5,3.5,,3.5,3,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,3,4,4,3,3
4702,PMM097-5-11,97,PMM097,5,11,2877,0,0,0,0,0,0,0,0,10.98366354,224,5,3,92,224,5,3,92,316,8,2.5,-2.5,2.5,2.5,5,5,On campus concealed carry,Mandatory training on sexual consent,0,0,1,1,6,3,-3,-5,1.5,4,4,,1.5,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,2,4,4
4703,PMM097-5-12,97,PMM097,5,12,1659,0,0,0,0,0,0,0,0,2.290536468,38,1,0,0,38,1,0,0,38,1,-2.5,2.5,-2.5,-2.5,3,3,Affirmative action,On campus concealed carry,0,0,-1,4,1,3,0,-3,4,1.5,4,,4,1.5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,2,4,2,4
4704,PMM097-5-14,97,PMM097,5,14,3407,NA,NA,NA,NA,NA,NA,NA,NA,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,-3.5,3.5,3.5,3.5,5,5,Black Lives Matter,On campus concealed carry,1,1,1,6,1,2,-3,5,5,1.5,5,,1.5,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,4,4,2,4
4705,PMM097-5-16,97,PMM097,5,16,2482,NA,NA,NA,NA,NA,NA,NA,NA,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,-1,1,1,1,6,6,Detention of migrant children,Climate change legislation,1,1,-1,0,6,3,0,6,5,4,5,,4,5,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,4,3,3,4,3
4706,PMM097-5-18,97,PMM097,5,18,1476,NA,NA,NA,NA,NA,NA,NA,NA,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,-2.5,2.5,2.5,2.5,1,1,Build southern border wall,On campus concealed carry,1,1,-1,0,1,3,1,1,4,1.5,4,,1.5,4,1,22,-0.048793367,Man (he/him),0,Bachelor’s degree,16,"Less than $25,000",1,Buddhism,Democratic party,,Strong Democrat,0,Very liberal,Very liberal,Always,4,2,2,5,3,2,3,5,5,27,3,2,5,4,2,16,2,2,2,2,2
